,Id,BsmtQual_Mapping,BsmtCond_Mapping,BsmtExposure_Mapping,BsmtFinType1_Mapping,BsmtFinType2_Mapping,ExterQual_Mapping,ExterCond_Mapping,Electrical_Mapping,FireplaceQu_Mapping,Fence_Mapping,GarageQual_Mapping,GarageCond_Mapping,GarageFinish_Mapping,HeatingQC_Mapping,KitchenQual_Mapping,LotShape_Mapping,PoolQC_Mapping,Utilities_Mapping,MSSubClass_Recategory,MSZoning_Recategory,LotConfig_Recategory,BldgType_Recategory,Condition1_Recategory,Condition2_Recategory,Fence_Recategory,Functional_Recategory,HouseStyle_Recategory,RoofStyle_Recategory,RoofMatl_Recategory,MasVnrType_Recategory,GarageType_Recategory,GarageFinish_Recategory,SaleType_Recategory,SaleCondition_Recategory,OverallQual_Recategory,OverallCond_Recategory,LotFrontage,LotArea,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,Street,Alley,LotShape,LandContour,LandSlope,Foundation,Heating,CentralAir,MiscFeature,SalePrice
1342,1343,4,3,1,1,1,4,3,5,4,0,3,3,2,5,4,1,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,8,5,,9375,0,1284,1284,1284,885,0,2169,0,0,2,1,3,1,7,1,2002.0,2,647,192,87,0,0,0,0,0,8,2007,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,228500
1343,1344,3,3,1,1,1,3,3,5,3,0,2,2,1,4,3,1,0,4,50,R,Inside,1Fam,Norm,Norm,,Typ,1.5Fin,NFlt,CompShg,None,Detchd,Unf,WD,Normal,6,6,57.0,7558,0,896,896,1172,741,0,1913,0,0,1,1,3,1,9,1,1929.0,2,342,0,0,0,0,0,0,0,3,2009,Pave,,Reg,Bnk,Gtl,BrkTil,GasA,Y,,177000
1344,1345,4,3,1,1,1,4,3,5,3,0,3,3,3,5,4,2,0,4,60,R,Corner,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,None,BuiltInGarage,Fin,New,Nonormal,7,5,85.0,11103,0,728,728,728,728,0,1456,0,0,2,1,3,1,8,1,2006.0,2,440,0,0,0,0,0,0,0,7,2007,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,155835
1345,1346,3,3,1,5,1,3,3,4,0,0,3,3,1,4,2,1,0,4,30,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,Detchd,Unf,WD,Normal,4,4,50.0,6000,0,710,960,960,0,0,960,0,0,1,0,2,1,5,0,1997.0,1,308,0,0,168,0,0,0,0,7,2007,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,108500
1346,1347,3,3,1,4,3,3,3,5,4,0,4,3,2,3,3,3,0,4,20,R,CulDSac,1Fam,PosN,Norm,,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,7,7,,20781,68,1203,1568,2156,0,0,2156,0,0,2,0,3,1,9,1,1968.0,2,508,0,80,0,290,0,0,0,6,2006,Pave,,IR2,Lvl,Gtl,CBlock,GasA,Y,,262500
1347,1348,5,3,4,6,1,4,3,5,4,0,3,3,3,5,4,2,0,4,20,R,Corner,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Fin,New,Nonormal,8,5,93.0,15306,0,1652,1732,1776,0,0,1776,1,0,2,0,3,1,7,1,2006.0,3,712,0,0,0,0,0,0,0,5,2007,Pave,,IR1,HLS,Gtl,PConc,GasA,Y,,283463
1348,1349,4,3,4,6,1,4,3,5,2,0,3,3,2,5,4,4,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,7,5,,16196,0,39,1482,1494,0,0,1494,1,0,2,0,3,1,5,1,1998.0,2,514,402,25,0,0,0,0,0,8,2007,Pave,,IR3,Low,Gtl,PConc,GasA,Y,,215000
1349,1350,3,2,1,2,1,3,4,5,0,0,0,0,0,2,3,1,0,4,70,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,None,,,WD,Normal,8,5,50.0,5250,0,425,684,938,1215,205,2358,0,0,2,0,4,1,8,0,,0,0,0,54,20,0,0,0,0,12,2008,Pave,Pave,Reg,Lvl,Gtl,BrkTil,OthW,N,,122000
1350,1351,3,3,1,2,1,3,3,5,0,0,3,3,1,3,3,1,0,4,90,R,Inside,Duplex,Artery,Norm,,Typ,2Story,NFlt,CompShg,Exist,Detchd,Unf,WD,Normal,5,5,91.0,11643,0,748,1248,1338,1296,0,2634,1,1,2,2,6,2,12,0,1969.0,4,968,0,0,0,0,0,0,0,8,2009,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,200000
1351,1352,3,3,1,3,1,3,3,5,4,0,3,3,3,5,3,2,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,Exist,BuiltInGarage,Fin,WD,Normal,6,6,70.0,9247,0,539,858,858,858,0,1716,0,0,1,1,4,1,8,1,1962.0,2,490,0,84,0,0,120,0,0,3,2008,Pave,,IR1,Lvl,Gtl,CBlock,GasA,Y,,171000
1352,1353,3,3,1,1,1,4,3,5,0,0,3,3,1,3,3,1,0,4,50,R,Inside,1Fam,Norm,Norm,,Typ,1.5Fin,NFlt,CompShg,None,Detchd,Unf,WD,Normal,6,9,50.0,6000,0,698,698,786,390,0,1176,0,0,1,0,2,1,4,0,1999.0,2,624,210,0,0,0,0,0,0,7,2009,Pave,,Reg,Lvl,Gtl,BrkTil,GasA,Y,,134900
1353,1354,4,3,3,6,1,4,3,5,5,0,3,3,3,5,4,2,0,4,50,R,CulDSac,1Fam,Norm,Norm,,Typ,1.5Fin,NFlt,CompShg,Exist,BuiltInGarage,Fin,WD,Normal,8,5,56.0,14720,0,1217,2033,2053,1185,0,3238,1,0,2,1,4,1,9,1,1996.0,3,666,283,86,0,0,0,0,0,3,2010,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,410000
1354,1355,4,3,1,6,1,4,3,5,3,0,3,3,2,5,4,2,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,7,5,,10316,0,257,992,992,873,0,1865,1,0,2,1,3,1,7,1,2000.0,3,839,0,184,0,0,0,0,0,6,2008,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,235000
1355,1356,3,3,1,1,1,3,3,5,3,4,3,3,2,4,4,2,0,4,80,R,Inside,1Fam,Norm,Norm,GdPrv,Typ,SLvl,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,7,6,102.0,10192,0,570,570,1222,698,0,1920,0,0,3,0,4,1,8,1,1968.0,2,487,0,98,0,0,0,0,0,9,2006,Pave,,IR1,Lvl,Gtl,CBlock,GasA,Y,,170000
1356,1357,3,3,1,3,1,3,3,5,0,2,3,3,2,3,3,1,0,4,20,R,Corner,1Fam,Norm,Norm,GdWo,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,5,5,,9477,0,524,864,892,0,0,892,0,0,1,0,3,1,5,0,1966.0,1,264,0,0,0,0,0,0,0,10,2008,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,110000
1357,1358,3,3,1,6,1,3,3,5,2,0,3,3,3,5,3,2,0,4,20,R,CulDSac,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Fin,WD,Normal,5,6,,12537,0,344,1078,1078,0,0,1078,1,0,1,1,3,1,6,1,1971.0,2,500,0,0,0,0,0,0,0,4,2010,Pave,,IR1,Lvl,Gtl,CBlock,GasA,Y,,149900
1358,1359,4,3,1,6,1,4,3,5,0,0,3,3,1,5,4,1,0,4,160,R,Inside,Twnhs,Norm,Norm,,Typ,2Story,NFlt,CompShg,Exist,Detchd,Unf,WD,Normal,6,5,,2117,0,378,756,769,804,0,1573,0,0,2,1,3,1,5,0,2000.0,2,440,0,32,0,0,0,0,0,6,2010,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,177500
1359,1360,5,3,3,6,1,4,3,5,4,0,3,3,3,5,5,1,0,4,20,R,FR,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Fin,WD,Normal,9,5,129.0,16737,0,533,1980,1980,0,0,1980,1,0,2,0,3,1,8,1,2004.0,3,770,194,45,0,0,0,0,0,9,2006,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,315000
1360,1361,3,2,1,1,1,3,3,5,0,0,3,3,2,5,3,1,0,4,70,R,Inside,1Fam,Feedr,Norm,,Typ,2Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,5,6,51.0,9842,0,612,612,990,1611,0,2601,0,0,3,1,4,1,8,0,1998.0,2,621,183,0,301,0,0,0,0,5,2008,Pave,,Reg,Lvl,Gtl,BrkTil,GasA,Y,,189000
1361,1362,5,3,3,5,1,4,3,5,4,0,3,3,3,5,4,2,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Fin,WD,Normal,7,5,124.0,16158,0,256,1530,1530,0,0,1530,1,0,2,0,3,1,7,1,2005.0,2,430,168,36,0,0,0,0,0,6,2009,Pave,,IR1,Low,Mod,PConc,GasA,Y,,260000
1362,1363,3,2,1,1,1,3,4,5,4,0,3,3,1,4,3,2,0,4,50,R,FR,1Fam,Feedr,Norm,,Typ,1.5Fin,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,4,4,,12513,0,715,715,1281,457,0,1738,0,0,2,0,4,1,7,1,1920.0,1,368,55,0,0,0,0,0,0,6,2009,Pave,,IR1,Lvl,Gtl,BrkTil,GasA,Y,,104900
1363,1364,4,3,1,1,1,3,3,5,4,0,3,3,3,5,4,2,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,None,BuiltInGarage,Fin,New,Nonormal,6,5,73.0,8499,0,616,616,616,796,0,1412,0,0,2,1,3,1,6,1,2007.0,2,432,0,36,0,0,0,0,0,3,2007,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,156932
1364,1365,4,3,1,1,1,4,3,5,0,0,3,3,2,5,4,1,0,4,160,R,Inside,TwnhsE,Norm,Norm,,Typ,2Story,NFlt,CompShg,None,Detchd,Unf,WD,Abnorml,7,5,30.0,3180,0,600,600,520,600,80,1200,0,0,2,1,2,1,4,0,2005.0,2,480,0,166,0,0,0,0,0,4,2006,Pave,Pave,Reg,Lvl,Gtl,PConc,GasA,Y,,144152
1365,1366,4,3,1,6,1,4,3,5,0,0,3,3,2,5,4,1,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,7,5,,7500,0,281,814,814,860,0,1674,1,0,2,1,3,1,7,0,2000.0,2,663,0,96,0,0,0,0,0,1,2010,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,216000
1366,1367,4,3,1,6,1,4,3,5,0,0,3,3,2,5,4,2,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Abnorml,7,5,68.0,9179,0,240,873,882,908,0,1790,1,0,2,1,3,1,7,0,1999.0,2,588,0,88,0,0,0,0,0,6,2008,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,193000
1367,1368,3,3,1,5,3,3,3,5,3,0,3,3,2,5,3,1,0,4,160,R,Inside,TwnhsE,Norm,Norm,,Typ,2Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,5,6,41.0,2665,173,36,757,925,550,0,1475,0,0,2,0,4,1,6,1,1977.0,1,336,104,26,0,0,0,0,0,7,2006,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,127000
1368,1369,4,3,3,6,1,4,3,5,0,0,3,3,3,5,4,1,0,4,120,R,Inside,TwnhsE,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Fin,WD,Normal,6,5,,4435,0,163,848,848,0,0,848,1,0,1,0,1,1,4,0,2003.0,2,420,140,0,0,0,0,0,0,6,2009,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,144000
1369,1370,4,3,3,4,6,4,3,5,3,0,3,3,3,5,4,3,0,4,20,R,FR,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Fin,WD,Normal,8,5,48.0,10635,972,315,1657,1668,0,0,1668,1,0,2,0,3,1,8,1,2003.0,2,502,0,262,0,0,0,0,0,5,2010,Pave,,IR2,Lvl,Gtl,PConc,GasA,Y,,232000
1370,1371,3,3,1,5,3,2,3,5,0,0,3,3,3,5,3,1,0,4,50,R,Corner,1Fam,Artery,Norm,,Typ,1.5Fin,NFlt,CompShg,None,Detchd,Fin,WD,Normal,4,6,90.0,5400,105,420,840,840,534,0,1374,0,0,1,0,2,1,6,0,1967.0,1,338,0,0,198,0,0,0,0,10,2009,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,105000
1371,1372,3,3,3,4,1,3,3,5,3,3,3,3,2,4,4,1,0,4,80,R,Inside,1Fam,Norm,Norm,MnPrv,Typ,SLvl,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,6,6,80.0,9600,0,161,992,1661,0,0,1661,1,0,1,0,3,1,8,1,1955.0,1,377,0,28,0,0,178,0,0,10,2008,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,165500
1372,1373,4,3,3,6,1,3,3,5,3,0,3,3,2,5,4,1,0,4,60,R,Corner,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,None,Detchd,Unf,WD,Normal,7,6,75.0,9750,0,133,1108,1108,989,0,2097,1,0,2,1,3,1,8,1,1998.0,2,583,253,170,0,0,0,0,0,6,2006,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,274300
1373,1374,5,3,4,6,1,5,3,5,4,0,3,3,2,5,5,1,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,10,5,,11400,0,1351,2633,2633,0,0,2633,1,0,2,1,2,1,8,2,2001.0,3,804,314,140,0,0,0,0,0,3,2007,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,466500
1374,1375,4,3,1,1,1,4,3,5,4,0,3,3,3,5,4,1,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,None,BuiltInGarage,Fin,WD,Normal,7,5,85.0,10625,0,1026,1026,1026,932,0,1958,0,0,2,1,3,1,9,1,2005.0,3,936,154,210,0,0,0,0,0,7,2008,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,250000
1375,1376,4,3,4,1,1,4,3,5,4,0,3,3,3,5,4,2,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Fin,New,Nonormal,8,5,89.0,10991,0,1571,1571,1571,0,0,1571,0,0,2,0,3,1,7,1,2007.0,3,722,100,36,0,0,0,0,0,12,2007,Pave,,IR1,HLS,Gtl,PConc,GasA,Y,,239000
1376,1377,4,3,2,3,1,3,3,5,0,0,2,3,1,3,3,1,0,4,30,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,Detchd,Unf,WD,Normal,6,5,52.0,6292,0,384,768,790,0,0,790,0,0,1,0,2,1,4,0,1925.0,1,160,0,141,0,0,0,0,0,4,2008,Pave,,Reg,Bnk,Gtl,BrkTil,GasA,N,,91000
1377,1378,3,3,1,2,4,3,3,5,0,0,3,3,1,5,3,1,0,4,50,R,Inside,1Fam,Norm,Norm,,Min2,1.5Fin,NFlt,CompShg,None,Detchd,Unf,WD,Normal,5,5,60.0,10998,420,156,984,984,620,0,1604,0,0,2,0,3,1,6,0,1977.0,2,660,0,68,0,0,0,0,0,7,2009,Pave,Grvl,Reg,Lvl,Gtl,CBlock,GasA,Y,,117000
1378,1379,3,2,1,4,1,3,3,5,0,0,3,3,1,3,3,1,0,4,160,R,Inside,Twnhs,Norm,Norm,,Typ,2Story,NFlt,CompShg,Exist,Detchd,Unf,WD,Normal,6,5,21.0,1953,0,174,483,483,504,0,987,0,0,1,1,2,1,5,0,1973.0,1,264,72,0,0,0,0,0,0,6,2006,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,83000
1379,1380,4,3,1,1,1,3,3,0,0,0,3,3,3,4,4,1,0,4,80,R,Inside,1Fam,Norm,Norm,,Typ,SLvl,NFlt,CompShg,None,BuiltInGarage,Fin,WD,Normal,5,5,73.0,9735,0,384,384,754,640,0,1394,0,0,2,1,3,1,7,0,2007.0,2,400,100,0,0,0,0,0,0,5,2008,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,167500
1380,1381,3,2,1,3,1,3,2,3,0,0,3,2,1,3,3,1,0,4,30,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,Detchd,Unf,WD,Normal,3,3,45.0,8212,0,661,864,864,0,0,864,1,0,1,0,2,1,5,0,1938.0,1,200,0,0,96,0,0,0,0,6,2010,Pave,Grvl,Reg,Lvl,Gtl,BrkTil,GasA,N,,58500
1381,1382,3,3,2,4,1,3,3,5,4,0,3,3,3,5,3,2,0,4,20,R,Corner,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Fin,WD,Normal,6,7,,12925,0,340,1205,2117,0,0,2117,0,0,2,1,4,1,7,2,1970.0,2,550,0,42,0,0,0,0,0,5,2008,Pave,,IR1,Lvl,Gtl,CBlock,GasA,Y,,237500
1382,1383,2,3,1,1,1,3,3,5,0,0,3,3,1,5,4,1,0,4,70,R,Corner,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,None,Detchd,Unf,WD,Normal,7,7,60.0,7200,0,596,596,998,764,0,1762,1,0,1,1,4,1,8,0,1989.0,2,576,36,0,221,0,0,0,0,10,2006,Pave,,Reg,Lvl,Gtl,BrkTil,GasA,Y,,157000
1383,1384,3,3,1,1,1,3,4,5,0,0,3,3,1,5,4,1,0,4,30,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,5,7,,25339,0,816,816,1416,0,0,1416,0,0,2,0,3,1,7,0,2007.0,2,576,0,0,112,0,0,0,0,8,2007,Pave,,Reg,Lvl,Gtl,BrkTil,GasA,Y,,112000
1384,1385,3,3,2,3,1,3,3,5,0,3,3,3,1,3,3,1,0,4,50,R,Inside,1Fam,Norm,Norm,MnPrv,Typ,1.5Fin,NFlt,CompShg,None,Detchd,Unf,WD,Normal,6,5,60.0,9060,0,356,560,698,560,0,1258,0,0,1,0,2,1,6,0,1939.0,1,280,0,0,0,0,0,0,0,10,2009,Pave,,Reg,Lvl,Gtl,BrkTil,GasA,Y,,105000
1385,1386,3,3,1,4,1,3,4,5,0,3,3,3,1,4,4,1,0,4,50,R,Inside,1Fam,Norm,Norm,MnPrv,Typ,1.5Fin,NFlt,CompShg,None,Detchd,Unf,WD,Normal,4,8,40.0,5436,0,61,796,796,358,0,1154,1,0,1,0,3,1,7,0,1922.0,1,240,0,96,0,0,0,0,0,5,2010,Pave,,Reg,Lvl,Gtl,BrkTil,GasA,Y,,125500
1386,1387,4,3,1,4,2,3,3,5,3,3,3,3,2,3,4,2,2,4,60,R,Inside,1Fam,RRAn,Norm,MnPrv,Typ,2Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,7,5,80.0,16692,469,133,1392,1392,1392,0,2784,1,0,3,1,5,1,12,2,1978.0,2,564,0,112,0,0,440,519,2000,7,2006,Pave,,IR1,Lvl,Gtl,CBlock,GasA,Y,TenC,250000
1387,1388,3,3,1,3,2,3,4,5,4,2,3,3,1,3,4,1,0,4,50,R,Inside,1Fam,Artery,Norm,GdWo,Typ,1.5Fin,NFlt,CompShg,None,Detchd,Unf,CWD,Nonormal,6,7,60.0,8520,546,0,714,1664,862,0,2526,0,0,2,0,5,1,10,1,1916.0,1,216,88,15,0,0,0,0,0,8,2007,Pave,Grvl,Reg,Lvl,Gtl,BrkTil,GasW,N,,136000
1388,1389,5,3,4,6,1,5,3,5,4,0,3,3,3,5,5,2,0,4,20,R,CulDSac,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Fin,WD,Normal,9,5,42.0,14892,0,426,1746,1746,0,0,1746,1,0,2,0,3,1,7,2,2006.0,3,758,201,39,0,0,0,0,0,10,2009,Pave,,IR1,HLS,Gtl,PConc,GasA,Y,,377500
1389,1390,3,4,1,5,1,3,4,5,4,0,3,3,1,5,3,1,0,4,50,R,Inside,1Fam,Norm,Norm,,Typ,1.5Fin,NFlt,CompShg,None,Detchd,Unf,WD,Normal,6,6,60.0,6000,0,360,735,869,349,0,1218,0,1,1,0,3,1,6,1,2003.0,2,440,0,0,0,0,0,0,0,3,2007,Pave,,Reg,Lvl,Gtl,BrkTil,GasA,Y,,131000
1390,1391,4,3,3,6,1,4,3,5,0,0,3,3,2,5,4,1,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,7,5,70.0,9100,0,125,1525,1525,0,0,1525,1,0,2,0,3,1,6,0,2000.0,2,541,219,36,0,0,0,0,0,9,2006,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,235000
1391,1392,3,3,1,1,1,3,3,5,0,0,3,3,1,3,3,1,0,4,90,R,Inside,Duplex,Norm,Norm,,Mod,1Story,NFlt,CompShg,None,Detchd,Unf,WD,Normal,5,5,65.0,8944,0,1584,1584,1584,0,0,1584,0,0,2,0,4,2,8,0,1967.0,3,792,0,152,0,0,0,0,0,4,2009,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,124000
1392,1393,3,3,3,5,1,3,3,5,1,1,3,3,2,3,3,1,0,4,85,R,Inside,1Fam,Norm,Norm,MnWw,Typ,SFoyer,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,5,5,68.0,7838,0,95,864,900,0,0,900,1,0,1,0,3,1,6,1,1967.0,1,288,175,144,0,0,0,0,0,12,2006,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,123000
1393,1394,2,3,1,1,1,3,3,5,3,0,4,3,1,5,3,1,0,4,190,R,Inside,2fmCon,Norm,Norm,,Typ,1.5Fin,NFlt,CompShg,None,Detchd,Unf,WD,Normal,6,7,60.0,10800,0,482,482,1221,691,0,1912,0,0,2,0,3,2,7,1,2003.0,2,672,0,25,212,0,0,0,0,4,2008,Pave,Pave,Reg,Lvl,Gtl,BrkTil,GasA,N,,163000
1394,1395,4,3,3,6,1,4,3,5,4,0,3,3,3,5,4,1,0,4,120,R,Inside,TwnhsE,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Fin,New,Nonormal,7,5,53.0,4045,0,286,1356,1500,0,0,1500,1,0,2,0,2,1,6,1,2006.0,3,648,161,20,0,0,0,0,0,10,2006,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,246578
1395,1396,4,4,4,1,1,4,3,5,4,0,3,3,3,5,4,2,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,Exist,BuiltInGarage,Fin,WD,Normal,8,5,88.0,12665,0,1094,1094,1133,1349,0,2482,0,0,2,1,4,1,9,1,2005.0,3,642,144,39,0,0,0,0,0,2,2007,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,281213
1396,1397,3,3,3,4,3,3,3,5,3,0,3,3,1,3,3,2,0,4,20,R,Inside,1Fam,Norm,Norm,,Min1,1Story,NFlt,CompShg,None,Detchd,Unf,WD,Normal,5,5,,57200,334,60,747,1687,0,0,1687,1,0,1,0,3,1,7,2,1966.0,2,572,0,0,50,0,0,0,0,6,2010,Pave,,IR1,Bnk,Sev,CBlock,GasA,Y,,160000
1397,1398,3,3,2,1,1,3,3,5,0,0,2,2,1,5,3,1,0,4,70,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,None,Detchd,Unf,WD,Normal,5,8,51.0,6120,0,939,939,939,574,0,1513,0,0,1,1,4,1,8,0,1933.0,1,180,24,0,150,0,0,0,0,5,2007,Pave,,Reg,Lvl,Gtl,BrkTil,GasA,Y,,137500
1398,1399,3,3,1,3,4,3,3,4,0,4,3,3,1,4,3,1,0,4,50,R,Inside,1Fam,Norm,Norm,GdPrv,Min1,1.5Fin,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,5,4,60.0,7200,352,676,1208,1136,768,0,1904,1,0,1,1,3,1,7,0,1950.0,1,240,0,0,168,0,0,0,0,5,2009,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,138000
1399,1400,3,3,1,4,1,3,3,5,4,3,2,3,1,5,4,1,0,4,50,R,Inside,1Fam,Norm,Norm,MnPrv,Typ,1.5Fin,NFlt,CompShg,None,Detchd,Unf,WD,Normal,6,6,51.0,6171,0,712,976,1160,448,0,1608,0,0,2,1,3,1,7,1,1925.0,1,216,147,16,0,0,0,0,0,10,2009,Pave,,Reg,Lvl,Gtl,BrkTil,GasA,Y,,137450
1400,1401,3,3,1,1,1,3,3,5,4,0,3,3,2,3,3,1,0,4,50,R,Corner,1Fam,Norm,Norm,,Typ,1.5Fin,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,6,7,50.0,6000,0,862,862,950,208,0,1158,0,0,1,0,3,1,5,1,1929.0,1,208,0,0,112,0,0,0,0,7,2008,Pave,,Reg,Lvl,Gtl,BrkTil,GasA,Y,,120000
1401,1402,3,3,1,6,1,3,3,5,3,0,3,3,3,5,3,2,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,None,BuiltInGarage,Fin,WD,Normal,6,5,62.0,7415,0,80,839,864,729,0,1593,1,0,2,1,3,1,8,1,2004.0,2,398,100,75,0,0,0,0,0,4,2008,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,193000
1402,1403,4,4,3,1,1,4,3,5,4,0,3,3,2,5,4,1,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,New,Nonormal,7,5,64.0,6762,0,1286,1286,1294,0,0,1294,0,0,2,0,2,1,6,1,2006.0,2,662,168,55,0,0,0,0,0,7,2006,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,193879
1403,1404,4,3,4,6,1,4,3,5,0,0,3,3,1,5,4,2,0,4,20,R,CulDSac,1Fam,RRAn,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,8,5,49.0,15256,0,556,1485,1464,0,0,1464,1,0,2,0,3,1,6,0,2007.0,3,754,168,160,0,0,0,0,0,8,2007,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,282922
1404,1405,3,3,1,1,1,3,3,5,0,3,3,3,1,3,3,1,0,4,50,R,Corner,1Fam,Artery,Norm,MnPrv,Typ,1.5Fin,NFlt,CompShg,None,Detchd,Unf,WD,Nonormal,3,4,60.0,10410,0,672,672,694,520,0,1214,0,0,1,0,3,1,6,0,1998.0,3,936,216,0,160,0,0,0,0,1,2006,Pave,Grvl,Reg,Lvl,Gtl,PConc,GasA,Y,,105000
